"YEAR","DISTRICT","DISTRICT NAME","CRISIS CODE","CRISIS CODEX","STUDENT COUNT"
2019-20,011902,ELGIN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,225
2019-20,011904,SMITHVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,649"
2019-20,011904,SMITHVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,22
2019-20,011904,SMITHVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,011904,SMITHVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,14
2019-20,011904,SMITHVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,56
2019-20,011904,SMITHVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,011904,SMITHVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,46
2019-20,011904,SMITHVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,011904,SMITHVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,32
2019-20,011905,MCDADE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,011905,MCDADE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,012901,SEYMOUR ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,533
2019-20,012901,SEYMOUR ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,012901,SEYMOUR ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,012901,SEYMOUR ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,12
2019-20,012901,SEYMOUR ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,12
2019-20,012901,SEYMOUR ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,012901,SEYMOUR ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,16
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,344
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,36
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,32
2019-20,013801,ST MARY'S ACADEMY CHARTER SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,13
2019-20,013901,BEEVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,486"
2019-20,013901,BEEVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,240
2019-20,013901,BEEVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,50
2019-20,013901,BEEVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,21
2019-20,013901,BEEVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,199
2019-20,013901,BEEVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,013901,BEEVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,94
2019-20,013901,BEEVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,013901,BEEVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,82
2019-20,013902,PAWNEE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,443
2019-20,013902,PAWNEE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,013902,PAWNEE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,013902,PAWNEE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,013902,PAWNEE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,52
2019-20,013902,PAWNEE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,013902,PAWNEE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,013902,PAWNEE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,013902,PAWNEE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,013903,PETTUS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,365
2019-20,013903,PETTUS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,013903,PETTUS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,013903,PETTUS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,013905,SKIDMORE-TYNAN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,801
2019-20,013905,SKIDMORE-TYNAN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,013905,SKIDMORE-TYNAN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,013905,SKIDMORE-TYNAN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,013905,SKIDMORE-TYNAN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,11
2019-20,013905,SKIDMORE-TYNAN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,013905,SKIDMORE-TYNAN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,977
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7B,NO CONTACT FOR ENTIRE TIME PERIOD,138
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,35
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,21
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,577
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,35
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,69
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,10
2019-20,014801,RICHARD MILBURN ALTER HIGH SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,60
2019-20,014803,PRIORITY CHARTER SCHOOLS,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,630
2019-20,014803,PRIORITY CHARTER SCHOOLS,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014803,PRIORITY CHARTER SCHOOLS,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014803,PRIORITY CHARTER SCHOOLS,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,014803,PRIORITY CHARTER SCHOOLS,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,37
2019-20,014803,PRIORITY CHARTER SCHOOLS,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,014803,PRIORITY CHARTER SCHOOLS,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,45
2019-20,014803,PRIORITY CHARTER SCHOOLS,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,55
2019-20,014804,ORENDA CHARTER SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,757"
2019-20,014804,ORENDA CHARTER SCHOOL,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014804,ORENDA CHARTER SCHOOL,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014804,ORENDA CHARTER SCHOOL,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,014804,ORENDA CHARTER SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,15
2019-20,014804,ORENDA CHARTER SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,21
2019-20,014804,ORENDA CHARTER SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,13
2019-20,014901,ACADEMY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,609"
2019-20,014901,ACADEMY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014901,ACADEMY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014901,ACADEMY ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,014901,ACADEMY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,17
2019-20,014901,ACADEMY ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,014901,ACADEMY ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,61
2019-20,014901,ACADEMY ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,17
2019-20,014902,BARTLETT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,366
2019-20,014902,BARTLETT ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014902,BARTLETT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,014903,BELTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"11,878"
2019-20,014903,BELTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,68
2019-20,014903,BELTON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,13
2019-20,014903,BELTON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,13
2019-20,014903,BELTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,116
2019-20,014903,BELTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,014903,BELTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,86
2019-20,014903,BELTON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,014903,BELTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,38
2019-20,014905,HOLLAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,595
2019-20,014905,HOLLAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014905,HOLLAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,18
2019-20,014905,HOLLAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,014905,HOLLAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,014905,HOLLAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,014906,KILLEEN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"34,877"
2019-20,014906,KILLEEN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,"1,195"
2019-20,014906,KILLEEN ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,264
2019-20,014906,KILLEEN ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,120
2019-20,014906,KILLEEN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"4,472"
2019-20,014906,KILLEEN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,530
2019-20,014906,KILLEEN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,986
2019-20,014906,KILLEEN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,281
2019-20,014906,KILLEEN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,"2,157"
2019-20,014907,ROGERS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,799
2019-20,014907,ROGERS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,014907,ROGERS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014907,ROGERS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,014907,ROGERS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,35
2019-20,014907,ROGERS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,014907,ROGERS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,11
2019-20,014907,ROGERS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,014907,ROGERS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,12
2019-20,014908,SALADO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,836"
2019-20,014908,SALADO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,27
2019-20,014908,SALADO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,201
2019-20,014909,TEMPLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"8,269"
2019-20,014909,TEMPLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,30
2019-20,014909,TEMPLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014909,TEMPLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,014909,TEMPLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,168
2019-20,014909,TEMPLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,10
2019-20,014909,TEMPLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,24
2019-20,014909,TEMPLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,10
2019-20,014909,TEMPLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,67
2019-20,014910,TROY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,536"
2019-20,014910,TROY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,014910,TROY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,015801,POR VIDA ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,177
2019-20,015801,POR VIDA ACADEMY,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,015801,POR VIDA ACADEMY,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015801,POR VIDA ACADEMY,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,015801,POR VIDA ACADEMY,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,11
2019-20,015801,POR VIDA ACADEMY,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,015801,POR VIDA ACADEMY,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,015801,POR VIDA ACADEMY,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015801,POR VIDA ACADEMY,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,015802,GEORGE GERVIN ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,925
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,441
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,66
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,11
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015805,NEW FRONTIERS PUBLIC SCHOOLS INC,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,53
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,296
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7B,NO CONTACT FOR ENTIRE TIME PERIOD,10
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,33
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,61
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015806,SCHOOL OF EXCELLENCE IN EDUCATION,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,23
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,726
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,94
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,50
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015807,SOUTHWEST PREPARATORY SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,35
2019-20,015808,INSPIRE ACADEMIES,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,761
2019-20,015808,INSPIRE ACADEMIES,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,13
2019-20,015808,INSPIRE ACADEMIES,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,51
2019-20,015809,BEXAR COUNTY ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,212
2019-20,015809,BEXAR COUNTY ACADEMY,7B,NO CONTACT FOR ENTIRE TIME PERIOD,11
2019-20,015809,BEXAR COUNTY ACADEMY,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015809,BEXAR COUNTY ACADEMY,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,16
2019-20,015809,BEXAR COUNTY ACADEMY,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,49
2019-20,015809,BEXAR COUNTY ACADEMY,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,015809,BEXAR COUNTY ACADEMY,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,10
2019-20,015809,BEXAR COUNTY ACADEMY,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015809,BEXAR COUNTY ACADEMY,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,23
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,58
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,23
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,22
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,015814,POSITIVE SOLUTIONS CHARTER SCHOOL,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,14
2019-20,015815,HERITAGE ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,620
2019-20,015815,HERITAGE ACADEMY,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,015815,HERITAGE ACADEMY,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,015822,JUBILEE ACADEMIES,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"4,722"
2019-20,015822,JUBILEE ACADEMIES,7B,NO CONTACT FOR ENTIRE TIME PERIOD,210
2019-20,015822,JUBILEE ACADEMIES,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,96
2019-20,015822,JUBILEE ACADEMIES,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,138
2019-20,015822,JUBILEE ACADEMIES,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,697
2019-20,015822,JUBILEE ACADEMIES,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,50
